"proteinSearched","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"med12","CDK19","ENSG00000155111","This gene encodes a protein that is one of the components of the Mediator co-activator complex. The Mediator complex is a multi-protein complex required for transcriptional activation by DNA binding transcription factors of genes transcribed by RNA polymerase II. The protein encoded by this gene is similar to cyclin-dependent kinase 8 which can also be a component of the Mediator complex. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jul 2014]","                                            CDK19 (Cyclin Dependent Kinase 19) is a Protein Coding gene.                                            Diseases associated with CDK19 include Opitz-Kaveggia Syndrome.                                            Among its related pathways are Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha) and Metabolism.                                            Gene Ontology (GO) annotations related to this gene include transferase activity, transferring phosphorus-containing groups and protein tyrosine kinase activity.                                            An important paralog of this gene is CDK8.","no summary","Wed Sep 09 08:46:21 2020"
"med12","MED28","ENSG00000118579","                                            MED28 (Mediator Complex Subunit 28) is a Protein Coding gene.                                            Diseases associated with MED28 include Med23 and Chronic Intestinal Vascular Insufficiency.                                            Among its related pathways are Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha) and Metabolism.                                            Gene Ontology (GO) annotations related to this gene include actin binding.                                            ","                                            MED28 (Mediator Complex Subunit 28) is a Protein Coding gene.                                            Diseases associated with MED28 include Med23 and Chronic Intestinal Vascular Insufficiency.                                            Among its related pathways are Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha) and Metabolism.                                            Gene Ontology (GO) annotations related to this gene include actin binding.                                            ","Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors. May be part of a complex containing NF2/merlin that participates in cellular signaling to the actin cytoskeleton downstream of tyrosine kinase signaling pathways.
                         MED28_HUMAN,Q9H204
                         ","Wed Sep 09 08:46:22 2020"
"med12","MIRLET7C","NA","microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009]","                                            MIRLET7C (MicroRNA Let-7c) is an RNA Gene, and is affiliated with the miRNA class.                                            Diseases associated with MIRLET7C include Leiomyoma, Uterine and Burkitt Lymphoma.                                            Among its related pathways are MicroRNAs in cancer and Metastatic brain tumor.                                                                                        ","let-7 microRNA precursor
                        RF00027
                        ","Wed Sep 09 08:46:23 2020"
"med12","ESR1","ENSG00000091831","This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative promoter usage and alternative splicing result in dozens of transcript variants, but the full-length nature of many of these variants has not been determined. [provided by RefSeq, Mar 2014]","                                            ESR1 (Estrogen Receptor 1) is a Protein Coding gene.                                            Diseases associated with ESR1 include Estrogen Resistance and Breast Cancer.                                            Among its related pathways are Estrogen signaling pathway and Signaling by GPCR.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and identical protein binding.                                            An important paralog of this gene is ESR2.","Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Ligand binding induces a conformational change allowing subsequent or combinatorial association with multiprotein coactivator complexes through LXXLL motifs of their respective components. Mutual transrepression occurs between the estrogen receptor (ER) and NF-kappa-B in a cell-type specific manner. Decreases NF-kappa-B DNA-binding activity and inhibits NF-kappa-B-mediated transcription from the IL6 promoter and displace RELA/p65 and associated coregulators from the promoter. Recruited to the NF-kappa-B response element of the CCL2 and IL8 promoters and can displace CREBBP. Present with NF-kappa-B components RELA/p65 and NFKB1/p50 on ERE sequences. Can also act synergistically with NF-kappa-B to activate transcription involving respective recruitment adjacent response elements; the function involves CREBBP. Can activate the transcriptional activity of TFF1. Also mediates membrane-initiated estrogen signaling involving various kinase cascades. Isoform 3 is involved in activation of NOS3 and endothelial nitric oxide production. Isoforms lacking one or several functional domains are thought to modulate transcriptional activity by competitive ligand or DNA binding and/or heterodimerization with the full-length receptor. Essential for MTA1-mediated transcriptional regulation of BRCA1 and BCAS3. Isoform 3 can bind to ERE and inhibit isoform 1.
                         ESR1_HUMAN,P03372
                         ","Wed Sep 09 08:46:25 2020"
"med12","HMGA2","ENSG00000149948","This gene encodes a protein that belongs to the non-histone chromosomal high mobility group (HMG) protein family. HMG proteins function as architectural factors and are essential components of the enhancesome. This protein contains structural DNA-binding domains and may act as a transcriptional regulating factor. Identification of the deletion, amplification, and rearrangement of this gene that are associated with myxoid liposarcoma suggests a role in adipogenesis and mesenchymal differentiation. A gene knock out study of the mouse counterpart demonstrated that this gene is involved in diet-induced obesity. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jul 2008]","                                            HMGA2 (High Mobility Group AT-Hook 2) is a Protein Coding gene.                                            Diseases associated with HMGA2 include Silver-Russell Syndrome 5 and Salivary Gland Adenoma, Pleomorphic.                                            Among its related pathways are Transcriptional misregulation in cancer and Chromatin Regulation / Acetylation.                                            Gene Ontology (GO) annotations related to this gene include enzyme binding and proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific.                                            An important paralog of this gene is LYRM4.","Functions as a transcriptional regulator. Functions in cell cycle regulation through CCNA2. Plays an important role in chromosome condensation during the meiotic G2/M transition of spermatocytes. Plays a role in postnatal myogenesis, is involved in satellite cell activation (By similarity).
                         HMGA2_HUMAN,P52926
                         ","Wed Sep 09 08:46:26 2020"
"med12","DLG3","ENSG00000082458","This gene encodes a member of the membrane-associated guanylate kinase protein family. The encoded protein may play a role in clustering of NMDA receptors at excitatory synapses. It may also negatively regulate cell proliferation through interaction with the C-terminal region of the adenomatosis polyposis coli tumor suppressor protein. Mutations in this gene have been associated with X-linked cognitive disability. Alternatively spliced transcript variants have been described. [provided by RefSeq, Oct 2009]","                                            DLG3 (Discs Large MAGUK Scaffold Protein 3) is a Protein Coding gene.                                            Diseases associated with DLG3 include Non-Syndromic X-Linked Intellectual Disability and Alacrima, Achalasia, And Mental Retardation Syndrome.                                            Among its related pathways are Neuroscience and Transmission across Chemical Synapses.                                            Gene Ontology (GO) annotations related to this gene include ubiquitin protein ligase binding and protein C-terminus binding.                                            An important paralog of this gene is DLG2.","Required for learning most likely through its role in synaptic plasticity following NMDA receptor signaling.
                         DLG3_HUMAN,Q92796
                         ","Wed Sep 09 08:46:28 2020"
"med12","ZNF41","ENSG00000147124","This gene encodes a protein that contains KRAB-A and KRAB-B domains multiple zinc finger DNA binding motifs and finger linking regions characteristic of the Kruppel family. An initial study suggested that this gene may be associated with X-linked cognitive disability, but a later study has called this finding into question (PMID:23871722).[provided by RefSeq, Apr 2016]","                                            ZNF41 (Zinc Finger Protein 41) is a Protein Coding gene.                                            Diseases associated with ZNF41 include Non-Syndromic X-Linked Intellectual Disability and Syndromic X-Linked Intellectual Disability.                                            Among its related pathways are Gene Expression and Herpes simplex virus 1 infection.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding and DNA-binding transcription factor activity.                                            An important paralog of this gene is ZNF585B.","May be involved in transcriptional regulation.
                         ZNF41_HUMAN,P51814
                         ","Wed Sep 09 08:46:29 2020"
"med12","UPF3B","ENSG00000125351","This gene encodes a protein that is part of a post-splicing multiprotein complex involved in both mRNA nuclear export and mRNA surveillance. The encoded protein is one of two functional homologs to yeast Upf3p. mRNA surveillance detects exported mRNAs with truncated open reading frames and initiates nonsense-mediated mRNA decay (NMD). When translation ends upstream from the last exon-exon junction, this triggers NMD to degrade mRNAs containing premature stop codons. This protein binds to the mRNA and remains bound after nuclear export, acting as a nucleocytoplasmic shuttling protein. It forms with Y14 a complex that binds specifically 20 nt upstream of exon-exon junctions. This gene is located on the long arm of chromosome X. Two splice variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]","                                            UPF3B (UPF3B Regulator Of Nonsense Mediated MRNA Decay) is a Protein Coding gene.                                            Diseases associated with UPF3B include X-Linked Intellectual Disability With Marfanoid Habitus and Non-Syndromic X-Linked Intellectual Disability.                                            Among its related pathways are Cleavage of Growing Transcript in the Termination Region and Transport of Mature Transcript to Cytoplasm.                                            Gene Ontology (GO) annotations related to this gene include mRNA binding.                                            An important paralog of this gene is UPF3A.","Involved in nonsense-mediated decay (NMD) of mRNAs containing premature stop codons by associating with the nuclear exon junction complex (EJC) and serving as link between the EJC core and NMD machinery. Recruits UPF2 at the cytoplasmic side of the nuclear envelope and the subsequent formation of an UPF1-UPF2-UPF3 surveillance complex (including UPF1 bound to release factors at the stalled ribosome) is believed to activate NMD. In cooperation with UPF2 stimulates both ATPase and RNA helicase activities of UPF1. Binds spliced mRNA upstream of exon-exon junctions. In vitro, stimulates translation; the function is independent of association with UPF2 and components of the EJC core.
                         REN3B_HUMAN,Q9BZI7
                         ","Wed Sep 09 08:46:33 2020"
"med12","TAF1","ENSG00000147133","Initiation of transcription by RNA polymerase II requires the activities of more than 70 polypeptides. The protein that coordinates these activities is the basal transcription factor TFIID, which binds to the core promoter to position the polymerase properly, serves as the scaffold for assembly of the remainder of the transcription complex, and acts as a channel for regulatory signals. TFIID is composed of the TATA-binding protein (TBP) and a group of evolutionarily conserved proteins known as TBP-associated factors or TAFs. TAFs may participate in basal transcription, serve as coactivators, function in promoter recognition or modify general transcription factors (GTFs) to facilitate complex assembly and transcription initiation. This gene encodes the largest subunit of TFIID. This subunit binds to core promoter sequences encompassing the transcription start site. It also binds to activators and other transcriptional regulators, and these interactions affect the rate of transcription initiation. This subunit contains two independent protein kinase domains at the N- and C-terminals, but also possesses acetyltransferase activity and can act as a ubiquitin-activating/conjugating enzyme. Mutations in this gene result in Dystonia 3, torsion, X-linked, a dystonia-parkinsonism disorder. Alternative splicing of this gene results in multiple transcript variants. This gene is part of a complex transcription unit (TAF1/DYT3), wherein some transcript variants share exons with TAF1 as well as additional downstream DYT3 exons. [provided by RefSeq, Oct 2013]","                                            TAF1 (TATA-Box Binding Protein Associated Factor 1) is a Protein Coding gene.                                            Diseases associated with TAF1 include Mental Retardation, X-Linked, Syndromic 33 and Dystonia 3, Torsion, X-Linked.                                            Among its related pathways are Regulation of TP53 Activity and RNA Polymerase II Transcription Initiation And Promoter Clearance.                                            Gene Ontology (GO) annotations related to this gene include sequence-specific DNA binding and transcription factor binding.                                            An important paralog of this gene is TAF1L.","Largest component and core scaffold of the TFIID basal transcription factor complex (PubMed:25412659, PubMed:27007846). Contains novel N- and C-terminal Ser/Thr kinase domains which can autophosphorylate or transphosphorylate other transcription factors. Phosphorylates TP53 on 'Thr-55' which leads to MDM2-mediated degradation of TP53. Phosphorylates GTF2A1 and GTF2F1 on Ser residues. Possesses DNA-binding activity (PubMed:25412659). Essential for progression of the G1 phase of the cell cycle (PubMed:11278496, PubMed:15053879, PubMed:2038334, PubMed:8450888, PubMed:8625415, PubMed:9660973, PubMed:9858607). Exhibits histone acetyltransferase activity towards histones H3 and H4 (PubMed:15870300).
                         TAF1_HUMAN,P21675
                         ","Wed Sep 09 08:46:35 2020"
"med12","PRPS1L1","ENSG00000229937","This intronless gene is specifically expressed in the testis, and encodes a protein that is highly homologous to the two subunits of phosphoribosylpyrophosphate synthetase encoded by human X-linked genes, PRPS1 and PRPS2. These enzymes convert pyrimidine, purine or pyridine bases to the corresponding ribonucleoside monophosphates. In vitro transcription/translation and site-directed mutagenesis studies indicate that translation of this mRNA initiates exclusively at a non-AUG (ACG) codon. [provided by RefSeq, Jul 2008]","                                            PRPS1L1 (Phosphoribosyl Pyrophosphate Synthetase 1 Like 1) is a Protein Coding gene.                                            Diseases associated with PRPS1L1 include Deafness, X-Linked 1 and Arts Syndrome.                                            Among its related pathways are Metabolism and Carbon metabolism.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity and kinase activity.                                            An important paralog of this gene is PRPS1.","Catalyzes the synthesis of phosphoribosylpyrophosphate (PRPP) that is essential for nucleotide synthesis.
                         PRPS3_HUMAN,P21108
                         ","Wed Sep 09 08:46:36 2020"
"med12","COMT","ENSG00000093010","Catechol-O-methyltransferase catalyzes the transfer of a methyl group from S-adenosylmethionine to catecholamines, including the neurotransmitters dopamine, epinephrine, and norepinephrine. This O-methylation results in one of the major degradative pathways of the catecholamine transmitters. In addition to its role in the metabolism of endogenous substances, COMT is important in the metabolism of catechol drugs used in the treatment of hypertension, asthma, and Parkinson disease. COMT is found in two forms in tissues, a soluble form (S-COMT) and a membrane-bound form (MB-COMT). The differences between S-COMT and MB-COMT reside within the N-termini. Several transcript variants are formed through the use of alternative translation initiation sites and promoters. [provided by RefSeq, Sep 2008]","                                            COMT (Catechol-O-Methyltransferase) is a Protein Coding gene.                                            Diseases associated with COMT include Schizophrenia and Panic Disorder 1.                                            Among its related pathways are Neuroscience and Transmission across Chemical Synapses.                                            Gene Ontology (GO) annotations related to this gene include magnesium ion binding and catechol O-methyltransferase activity.                                            An important paralog of this gene is LRTOMT.","Catalyzes the O-methylation, and thereby the inactivation, of catecholamine neurotransmitters and catechol hormones. Also shortens the biological half-lives of certain neuroactive drugs, like L-DOPA, alpha-methyl DOPA and isoproterenol.
                         COMT_HUMAN,P21964
                         ","Wed Sep 09 08:46:37 2020"
"med12","ESR2","ENSG00000140009","This gene encodes a member of the family of estrogen receptors and superfamily of nuclear receptor transcription factors. The gene product contains an N-terminal DNA binding domain and C-terminal ligand binding domain and is localized to the nucleus, cytoplasm, and mitochondria. Upon binding to 17beta-estradiol or related ligands, the encoded protein forms homo- or hetero-dimers that interact with specific DNA sequences to activate transcription. Some isoforms dominantly inhibit the activity of other estrogen receptor family members. Several alternatively spliced transcript variants of this gene have been described, but the full-length nature of some of these variants has not been fully characterized. [provided by RefSeq, Jul 2008]","                                            ESR2 (Estrogen Receptor 2) is a Protein Coding gene.                                            Diseases associated with ESR2 include Ovarian Dysgenesis 8 and Thyroid Carcinoma, Familial Medullary.                                            Among its related pathways are Chks in Checkpoint Regulation and Gene Expression.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and enzyme binding.                                            An important paralog of this gene is ESR1.","Nuclear hormone receptor. Binds estrogens with an affinity similar to that of ESR1, and activates expression of reporter genes containing estrogen response elements (ERE) in an estrogen-dependent manner (PubMed:20074560). Isoform beta-cx lacks ligand binding ability and has no or only very low ere binding activity resulting in the loss of ligand-dependent transactivation ability. DNA-binding by ESR1 and ESR2 is rapidly lost at 37 degrees Celsius in the absence of ligand while in the presence of 17 beta-estradiol and 4-hydroxy-tamoxifen loss in DNA-binding at elevated temperature is more gradual.
                         ESR2_HUMAN,Q92731
                         ","Wed Sep 09 08:46:40 2020"
