"proteinSearched","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"hmga2","MED12","ENSG00000184634","The initiation of transcription is controlled in part by a large protein assembly known as the preinitiation complex. A component of this preinitiation complex is a 1.2 MDa protein aggregate called Mediator. This Mediator component binds with a CDK8 subcomplex which contains the protein encoded by this gene, mediator complex subunit 12 (MED12), along with MED13, CDK8 kinase, and cyclin C. The CDK8 subcomplex modulates Mediator-polymerase II interactions and thereby regulates transcription initiation and reinitation rates. The MED12 protein is essential for activating CDK8 kinase. Defects in this gene cause X-linked Opitz-Kaveggia syndrome, also known as FG syndrome, and Lujan-Fryns syndrome. [provided by RefSeq, Aug 2009]","                                            MED12 (Mediator Complex Subunit 12) is a Protein Coding gene.                                            Diseases associated with MED12 include Opitz-Kaveggia Syndrome and Ohdo Syndrome, X-Linked.                                            Among its related pathways are Regulation of Wnt-mediated beta catenin signaling and target gene transcription and Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha).                                            Gene Ontology (GO) annotations related to this gene include chromatin binding.                                            An important paralog of this gene is MED12L.","Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors. This subunit may specifically regulate transcription of targets of the Wnt signaling pathway and SHH signaling pathway.
                         MED12_HUMAN,Q93074
                         ","Wed Sep 09 08:45:41 2020"
"hmga2","MIRLET7A1","NA","microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009]","                                            MIRLET7A1 (MicroRNA Let-7a-1) is an RNA Gene, and is affiliated with the miRNA class.                                            Diseases associated with MIRLET7A1 include Colorectal Cancer and Pituitary Adenoma.                                            Among its related pathways are MicroRNAs in cancer and Metastatic brain tumor.                                                                                        ","let-7 microRNA precursor
                        RF00027
                        ","Wed Sep 09 08:45:44 2020"
"hmga2","LPP","ENSG00000145012","This gene encodes a member of a subfamily of LIM domain proteins that are characterized by an N-terminal proline-rich region and three C-terminal LIM domains. The encoded protein localizes to the cell periphery in focal adhesions and may be involved in cell-cell adhesion and cell motility. This protein also shuttles through the nucleus and may function as a transcriptional co-activator. This gene is located at the junction of certain disease-related chromosomal translocations, which result in the expression of chimeric proteins that may promote tumor growth. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2014]","                                            LPP (LIM Domain Containing Preferred Translocation Partner In Lipoma) is a Protein Coding gene.                                            Diseases associated with LPP include Leukemia, Acute Myeloid and Acute Monoblastic Leukemia.                                            Among its related pathways are Cytoskeletal Signaling and Stabilization and expansion of the E-cadherin adherens junction.                                                                                        An important paralog of this gene is FBLIM1.","May play a structural role at sites of cell adhesion in maintaining cell shape and motility. In addition to these structural functions, it may also be implicated in signaling events and activation of gene transcription. May be involved in signal transduction from cell adhesion sites to the nucleus allowing successful integration of signals arising from soluble factors and cell-cell adhesion sites. Also suggested to serve as a scaffold protein upon which distinct protein complexes are assembled in the cytoplasm and in the nucleus.
                         LPP_HUMAN,Q93052
                         ","Wed Sep 09 08:45:45 2020"
"hmga2","NONHSAG011552.2","NA","                                            NONHSAG011552.2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            NONHSAG011552.2  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Wed Sep 09 08:45:46 2020"
"hmga2","MIR34A","NA","microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. This miRNA is a member of the highly conserved miR-34 family. This miRNA functions as a tumor suppressor and dysregulation or loss of the host gene from which this miRNA is processed is associated with cancer progression in numerous cell types. [provided by RefSeq, Sep 2015]","                                            MIR34A (MicroRNA 34a) is an RNA Gene, and is affiliated with the miRNA class.                                            Diseases associated with MIR34A include Melanoma and Retinoblastoma.                                            Among its related pathways are MicroRNAs in cancer.                                                                                        ","mir-34 microRNA precursor family
                        RF00456
                        ","Wed Sep 09 08:45:46 2020"
"hmga2","MIR150","NA","microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009]","                                            MIR150 (MicroRNA 150) is an RNA Gene, and is affiliated with the miRNA class.                                            Diseases associated with MIR150 include Rheumatoid Arthritis and Gastric Cancer.                                            Among its related pathways are Hematopoietic Stem Cell Differentiation and EV release from cardiac cells and their functional effects.                                                                                        ","microRNA mir-150
                        RF00767
                        ","Wed Sep 09 08:45:47 2020"
"hmga2","MIR30A","NA","microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The encoded miRNA is one of five members of the miR-30 family of highly conserved miRNAs and participates in many cellular processes. It has additionally been implicated in the development of several types of cancer. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2017]","                                            MIR30A (MicroRNA 30a) is an RNA Gene, and is affiliated with the miRNA class.                                            Diseases associated with MIR30A include Glomerular Disease and Thyroid Gland Anaplastic Carcinoma.                                            Among its related pathways are Parkinsons Disease Pathway and MicroRNAs in cancer.                                                                                        ","mir-30 microRNA precursor
                        RF00131
                        ","Wed Sep 09 08:45:48 2020"
"hmga2","LOC100507065","NA","                                            LOC100507065 (Uncharacterized LOC100507065) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            LOC100507065 (Uncharacterized LOC100507065) is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Wed Sep 09 08:45:49 2020"
"hmga2","LEMD3","ENSG00000174106","This locus encodes a LEM domain-containing protein. The encoded protein functions to antagonize transforming growth factor-beta signaling at the inner nuclear membrane. Two transcript variants encoding different isoforms have been found for this gene. Mutations in this gene have been associated with osteopoikilosis, Buschke-Ollendorff syndrome and melorheostosis.[provided by RefSeq, Nov 2009]","                                            LEMD3 (LEM Domain Containing 3) is a Protein Coding gene.                                            Diseases associated with LEMD3 include Buschke-Ollendorff Syndrome and Melorheostosis With Osteopoikilosis.                                            Among its related pathways are Mitotic Prophase and Transport of the SLBP independent Mature mRNA.                                            Gene Ontology (GO) annotations related to this gene include nucleotide binding.                                            An important paralog of this gene is LEMD2.","Can function as a specific repressor of TGF-beta, activin, and BMP signaling through its interaction with the R-SMAD proteins. Antagonizes TGF-beta-induced cell proliferation arrest.
                         MAN1_HUMAN,Q9Y2U8
                         ","Wed Sep 09 08:45:51 2020"
"hmga2","LNC-HMGA2-1","NA","                                            lnc-HMGA2-1  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            lnc-HMGA2-1  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Wed Sep 09 08:45:54 2020"
"hmga2","NEK2","ENSG00000117650","This gene encodes a serine/threonine-protein kinase that is involved in mitotic regulation. This protein is localized to the centrosome, and undetectable during G1 phase, but accumulates progressively throughout the S phase, reaching maximal levels in late G2 phase. Alternatively spliced transcript variants encoding different isoforms with distinct C-termini have been noted for this gene. [provided by RefSeq, Feb 2011]","                                            NEK2 (NIMA Related Kinase 2) is a Protein Coding gene.                                            Diseases associated with NEK2 include Retinitis Pigmentosa 67 and Retinitis Pigmentosa.                                            Among its related pathways are Cell cycle_Spindle assembly and chromosome separation and Organelle biogenesis and maintenance.                                            Gene Ontology (GO) annotations related to this gene include transferase activity, transferring phosphorus-containing groups and protein tyrosine kinase activity.                                            An important paralog of this gene is NEK3.","Protein kinase which is involved in the control of centrosome separation and bipolar spindle formation in mitotic cells and chromatin condensation in meiotic cells. Regulates centrosome separation (essential for the formation of bipolar spindles and high-fidelity chromosome separation) by phosphorylating centrosomal proteins such as CROCC, CEP250 and NINL, resulting in their displacement from the centrosomes. Regulates kinetochore microtubule attachment stability in mitosis via phosphorylation of NDC80. Involved in regulation of mitotic checkpoint protein complex via phosphorylation of CDC20 and MAD2L1. Plays an active role in chromatin condensation during the first meiotic division through phosphorylation of HMGA2. Phosphorylates: PPP1CC; SGO1; NECAB3 and NPM1. Essential for localization of MAD2L1 to kinetochore and MAPK1 and NPM1 to the centrosome. Phosphorylates CEP68 and CNTLN directly or indirectly (PubMed:24554434). NEK2-mediated phosphorylation of CEP68 promotes CEP68 dissociation from the centrosome and its degradation at the onset of mitosis (PubMed:25704143). Involved in the regulation of centrosome disjunction (PubMed:26220856).
                         NEK2_HUMAN,P51955
                         ","Wed Sep 09 08:45:56 2020"
"hmga2","LOC105369809","NA","                                            LOC105369809 (Uncharacterized LOC105369809) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","                                            LOC105369809 (Uncharacterized LOC105369809) is an RNA Gene, and is affiliated with the ncRNA class.                                                                                                                                                                                ","no summary","Wed Sep 09 08:45:56 2020"
"hmga2","MIR196B","NA","microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009]","                                            MIR196B (MicroRNA 196b) is an RNA Gene, and is affiliated with the miRNA class.                                            Diseases associated with MIR196B include Gastric Cancer and Leiomyoma, Uterine.                                                                                                                                    ","mir-196 microRNA precursor family
                        RF00256
                        ","Wed Sep 09 08:45:57 2020"
"hmga2","E4F1","ENSG00000167967","The zinc finger protein encoded by this gene is one of several cellular transcription factors whose DNA-binding activities are regulated through the action of adenovirus E1A. A 50-kDa amino-terminal product is generated from the full-length protein through proteolytic cleavage. The protein is differentially regulated by E1A-induced phosphorylation. The full-length gene product represses transcription from the E4 promoter in the absence of E1A, while the 50-kDa form acts as a transcriptional activator in its presence. Alternative splicing results in multiple transcripts encoding different proteins. [provided by RefSeq, Jan 2014]","                                            E4F1 (E4F Transcription Factor 1) is a Protein Coding gene.                                            Diseases associated with E4F1 include Hemochromatosis, Type 1.                                            Among its related pathways are p53 pathway.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding and ligase activity.                                            An important paralog of this gene is ZFAT.","May function as a transcriptional repressor. May also function as a ubiquitin ligase mediating ubiquitination of chromatin-associated TP53. Functions in cell survival and proliferation through control of the cell cycle. Functions in the p53 and pRB tumor suppressor pathways and regulates the cyclin CCNA2 transcription.
                         E4F1_HUMAN,Q66K89
                         ","Wed Sep 09 08:45:58 2020"
"hmga2","MIR23B","NA","microRNAs (miRNAs) are short (20-24 nt) non-coding RNAs that are involved in post-transcriptional regulation of gene expression in multicellular organisms by affecting both the stability and translation of mRNAs. miRNAs are transcribed by RNA polymerase II as part of capped and polyadenylated primary transcripts (pri-miRNAs) that can be either protein-coding or non-coding. The primary transcript is cleaved by the Drosha ribonuclease III enzyme to produce an approximately 70-nt stem-loop precursor miRNA (pre-miRNA), which is further cleaved by the cytoplasmic Dicer ribonuclease to generate the mature miRNA and antisense miRNA star (miRNA*) products. The mature miRNA is incorporated into a RNA-induced silencing complex (RISC), which recognizes target mRNAs through imperfect base pairing with the miRNA and most commonly results in translational inhibition or destabilization of the target mRNA. The RefSeq represents the predicted microRNA stem-loop. [provided by RefSeq, Sep 2009]","                                            MIR23B (MicroRNA 23b) is an RNA Gene, and is affiliated with the miRNA class.                                            Diseases associated with MIR23B include Melanoma and Prostate Cancer.                                            Among its related pathways are MicroRNAs in cancer and Spinal Cord Injury.                                                                                        ","microRNA mir-23
                        RF00642
                        ","Wed Sep 09 08:45:59 2020"
